Frequency,Angle_of_Attack,Chord_Length,Free_Stream_Velocity,Displacement_Thickness,Sound_Pressure_Level,y_hat
630,7.3,0.2286,55.5,0.0111706,130.934,124.83090392162269
800,7.3,0.2286,55.5,0.0111706,128.444,124.83090392162269
1000,7.3,0.2286,55.5,0.0111706,125.194,124.83090392162269
1250,7.3,0.2286,55.5,0.0111706,125.724,124.83090392162269
1600,7.3,0.2286,55.5,0.0111706,123.354,124.83090392162269
2000,7.3,0.2286,55.5,0.0111706,120.354,124.83090392162269
2500,7.3,0.2286,55.5,0.0111706,118.994,124.83090392162269
3150,7.3,0.2286,55.5,0.0111706,117.134,124.83090392162269
4000,7.3,0.2286,55.5,0.0111706,117.284,124.83090392162269
5000,7.3,0.2286,55.5,0.0111706,113.144,124.83090392162269
6300,7.3,0.2286,55.5,0.0111706,111.534,124.83090392162269
200,7.3,0.2286,39.6,0.0123481,130.989,124.63776158436868
250,7.3,0.2286,39.6,0.0123481,131.889,124.63776158436868
315,7.3,0.2286,39.6,0.0123481,132.149,124.63776158436868
400,7.3,0.2286,39.6,0.0123481,132.039,124.63776158436868
500,7.3,0.2286,39.6,0.0123481,130.299,124.63776158436868
630,7.3,0.2286,39.6,0.0123481,128.929,124.63776158436868
800,7.3,0.2286,39.6,0.0123481,126.299,124.63776158436868
1000,7.3,0.2286,39.6,0.0123481,122.539,124.63776158436868
1250,7.3,0.2286,39.6,0.0123481,123.189,124.63776158436868
1600,7.3,0.2286,39.6,0.0123481,121.059,124.63776158436868
2000,7.3,0.2286,39.6,0.0123481,117.809,124.63776158436868
2500,7.3,0.2286,39.6,0.0123481,116.559,124.63776158436868
3150,7.3,0.2286,39.6,0.0123481,114.309,124.63776158436868
4000,7.3,0.2286,39.6,0.0123481,114.079,124.63776158436868
5000,7.3,0.2286,39.6,0.0123481,111.959,124.63776158436868
6300,7.3,0.2286,39.6,0.0123481,110.839,124.63776158436868
200,7.3,0.2286,31.7,0.0132672,128.679,124.48700394345983
250,7.3,0.2286,31.7,0.0132672,130.089,124.48700394345983
315,7.3,0.2286,31.7,0.0132672,130.239,124.48700394345983
400,7.3,0.2286,31.7,0.0132672,130.269,124.48700394345983
500,7.3,0.2286,31.7,0.0132672,128.169,124.48700394345983
630,7.3,0.2286,31.7,0.0132672,126.189,124.48700394345983
800,7.3,0.2286,31.7,0.0132672,123.209,124.48700394345983
1000,7.3,0.2286,31.7,0.0132672,119.099,124.48700394345983
1250,7.3,0.2286,31.7,0.0132672,120.509,124.48700394345983
1600,7.3,0.2286,31.7,0.0132672,119.039,124.48700394345983
2000,7.3,0.2286,31.7,0.0132672,115.309,124.48700394345983
2500,7.3,0.2286,31.7,0.0132672,114.709,124.48700394345983
3150,7.3,0.2286,31.7,0.0132672,113.229,124.48700394345983
4000,7.3,0.2286,31.7,0.0132672,112.639,124.48700394345983
5000,7.3,0.2286,31.7,0.0132672,111.029,124.48700394345983
6300,7.3,0.2286,31.7,0.0132672,110.689,124.48700394345983
800,0.0,0.1524,71.3,0.0015988,125.817,126.40094198848301
1000,0.0,0.1524,71.3,0.0015988,127.307,126.40094198848301
1250,0.0,0.1524,71.3,0.0015988,128.927,126.40094198848301
1600,0.0,0.1524,71.3,0.0015988,129.667,126.40094198848301
2000,0.0,0.1524,71.3,0.0015988,128.647,126.40094198848301
2500,0.0,0.1524,71.3,0.0015988,128.127,126.40094198848301
3150,0.0,0.1524,71.3,0.0015988,129.377,126.40094198848301
4000,0.0,0.1524,71.3,0.0015988,128.857,126.40094198848301
5000,0.0,0.1524,71.3,0.0015988,126.457,126.40094198848301
6300,0.0,0.1524,71.3,0.0015988,125.427,126.40094198848301
8000,0.0,0.1524,71.3,0.0015988,122.527,126.40094198848301
10000,0.0,0.1524,71.3,0.0015988,120.247,126.40094198848301
12500,0.0,0.1524,71.3,0.0015988,117.087,126.40094198848301
16000,0.0,0.1524,71.3,0.0015988,113.297,126.40094198848301
500,0.0,0.1524,55.5,0.00172668,120.573,126.37996615656111
630,0.0,0.1524,55.5,0.00172668,123.583,126.37996615656111
800,0.0,0.1524,55.5,0.00172668,126.713,126.37996615656111
1000,0.0,0.1524,55.5,0.00172668,128.583,126.37996615656111
1250,0.0,0.1524,55.5,0.00172668,129.953,126.37996615656111
1600,0.0,0.1524,55.5,0.00172668,130.183,126.37996615656111
2000,0.0,0.1524,55.5,0.00172668,129.673,126.37996615656111
2500,0.0,0.1524,55.5,0.00172668,127.763,126.37996615656111
3150,0.0,0.1524,55.5,0.00172668,127.753,126.37996615656111
4000,0.0,0.1524,55.5,0.00172668,127.233,126.37996615656111
5000,0.0,0.1524,55.5,0.00172668,125.203,126.37996615656111
6300,0.0,0.1524,55.5,0.00172668,123.303,126.37996615656111
8000,0.0,0.1524,55.5,0.00172668,121.903,126.37996615656111
10000,0.0,0.1524,55.5,0.00172668,119.253,126.37996615656111
12500,0.0,0.1524,55.5,0.00172668,117.093,126.37996615656111
16000,0.0,0.1524,55.5,0.00172668,112.803,126.37996615656111
500,0.0,0.1524,39.6,0.00193287,119.513,126.34614533404016
630,0.0,0.1524,39.6,0.00193287,124.403,126.34614533404016
800,0.0,0.1524,39.6,0.00193287,127.903,126.34614533404016
1000,0.0,0.1524,39.6,0.00193287,130.033,126.34614533404016
1250,0.0,0.1524,39.6,0.00193287,131.023,126.34614533404016
1600,0.0,0.1524,39.6,0.00193287,131.013,126.34614533404016
2000,0.0,0.1524,39.6,0.00193287,129.633,126.34614533404016
2500,0.0,0.1524,39.6,0.00193287,126.863,126.34614533404016
3150,0.0,0.1524,39.6,0.00193287,125.603,126.34614533404016
4000,0.0,0.1524,39.6,0.00193287,125.343,126.34614533404016
5000,0.0,0.1524,39.6,0.00193287,123.453,126.34614533404016
6300,0.0,0.1524,39.6,0.00193287,121.313,126.34614533404016
8000,0.0,0.1524,39.6,0.00193287,120.553,126.34614533404016
10000,0.0,0.1524,39.6,0.00193287,115.413,126.34614533404016
500,0.0,0.1524,31.7,0.00209405,121.617,126.31970738761248
630,0.0,0.1524,31.7,0.00209405,125.997,126.31970738761248
800,0.0,0.1524,31.7,0.00209405,129.117,126.31970738761248
1000,0.0,0.1524,31.7,0.00209405,130.987,126.31970738761248
1250,0.0,0.1524,31.7,0.00209405,131.467,126.31970738761248
1600,0.0,0.1524,31.7,0.00209405,130.817,126.31970738761248
2000,0.0,0.1524,31.7,0.00209405,128.907,126.31970738761248
2500,0.0,0.1524,31.7,0.00209405,125.867,126.31970738761248
3150,0.0,0.1524,31.7,0.00209405,124.207,126.31970738761248
4000,0.0,0.1524,31.7,0.00209405,123.807,126.31970738761248
5000,0.0,0.1524,31.7,0.00209405,122.397,126.31970738761248
6300,0.0,0.1524,31.7,0.00209405,119.737,126.31970738761248
8000,0.0,0.1524,31.7,0.00209405,117.957,126.31970738761248
630,2.7,0.1524,71.3,0.00243851,127.404,126.26320648783285
800,2.7,0.1524,71.3,0.00243851,127.394,126.26320648783285
1000,2.7,0.1524,71.3,0.00243851,128.774,126.26320648783285
1250,2.7,0.1524,71.3,0.00243851,130.144,126.26320648783285
1600,2.7,0.1524,71.3,0.00243851,130.644,126.26320648783285
2000,2.7,0.1524,71.3,0.00243851,130.114,126.26320648783285
2500,2.7,0.1524,71.3,0.00243851,128.334,126.26320648783285
3150,2.7,0.1524,71.3,0.00243851,127.054,126.26320648783285
4000,2.7,0.1524,71.3,0.00243851,126.534,126.26320648783285
5000,2.7,0.1524,71.3,0.00243851,124.364,126.26320648783285
6300,2.7,0.1524,71.3,0.00243851,121.944,126.26320648783285
8000,2.7,0.1524,71.3,0.00243851,120.534,126.26320648783285
10000,2.7,0.1524,71.3,0.00243851,116.724,126.26320648783285
12500,2.7,0.1524,71.3,0.00243851,113.034,126.26320648783285
16000,2.7,0.1524,71.3,0.00243851,110.364,126.26320648783285
500,2.7,0.1524,39.6,0.00294804,121.009,126.17962957479587
630,2.7,0.1524,39.6,0.00294804,125.809,126.17962957479587
800,2.7,0.1524,39.6,0.00294804,128.829,126.17962957479587
1000,2.7,0.1524,39.6,0.00294804,130.589,126.17962957479587
1250,2.7,0.1524,39.6,0.00294804,130.829,126.17962957479587
1600,2.7,0.1524,39.6,0.00294804,130.049,126.17962957479587
2000,2.7,0.1524,39.6,0.00294804,128.139,126.17962957479587
2500,2.7,0.1524,39.6,0.00294804,125.589,126.17962957479587
3150,2.7,0.1524,39.6,0.00294804,122.919,126.17962957479587
4000,2.7,0.1524,39.6,0.00294804,121.889,126.17962957479587
5000,2.7,0.1524,39.6,0.00294804,121.499,126.17962957479587
6300,2.7,0.1524,39.6,0.00294804,119.209,126.17962957479587
8000,2.7,0.1524,39.6,0.00294804,116.659,126.17962957479587
10000,2.7,0.1524,39.6,0.00294804,112.589,126.17962957479587
12500,2.7,0.1524,39.6,0.00294804,108.649,126.17962957479587
400,5.4,0.1524,71.3,0.00401199,124.121,126.00511255592417
500,5.4,0.1524,71.3,0.00401199,126.291,126.00511255592417
630,5.4,0.1524,71.3,0.00401199,128.971,126.00511255592417
800,5.4,0.1524,71.3,0.00401199,131.281,126.00511255592417
1000,5.4,0.1524,71.3,0.00401199,133.201,126.00511255592417
1250,5.4,0.1524,71.3,0.00401199,134.111,126.00511255592417
1600,5.4,0.1524,71.3,0.00401199,133.241,126.00511255592417
2000,5.4,0.1524,71.3,0.00401199,131.111,126.00511255592417
2500,5.4,0.1524,71.3,0.00401199,127.591,126.00511255592417
3150,5.4,0.1524,71.3,0.00401199,123.311,126.00511255592417
4000,5.4,0.1524,71.3,0.00401199,121.431,126.00511255592417
5000,5.4,0.1524,71.3,0.00401199,120.061,126.00511255592417
6300,5.4,0.1524,71.3,0.00401199,116.411,126.00511255592417
400,5.4,0.1524,55.5,0.00433288,126.807,125.95247778343888
500,5.4,0.1524,55.5,0.00433288,129.367,125.95247778343888
630,5.4,0.1524,55.5,0.00433288,131.807,125.95247778343888
800,5.4,0.1524,55.5,0.00433288,133.097,125.95247778343888
1000,5.4,0.1524,55.5,0.00433288,132.127,125.95247778343888
1250,5.4,0.1524,55.5,0.00433288,130.777,125.95247778343888
1600,5.4,0.1524,55.5,0.00433288,130.567,125.95247778343888
2000,5.4,0.1524,55.5,0.00433288,128.707,125.95247778343888
2500,5.4,0.1524,55.5,0.00433288,124.077,125.95247778343888
3150,5.4,0.1524,55.5,0.00433288,121.587,125.95247778343888
4000,5.4,0.1524,55.5,0.00433288,119.737,125.95247778343888
5000,5.4,0.1524,55.5,0.00433288,118.757,125.95247778343888
6300,5.4,0.1524,55.5,0.00433288,117.287,125.95247778343888
8000,5.4,0.1524,55.5,0.00433288,114.927,125.95247778343888
315,5.4,0.1524,39.6,0.00485029,125.347,125.86760833399633
400,5.4,0.1524,39.6,0.00485029,127.637,125.86760833399633
500,5.4,0.1524,39.6,0.00485029,129.937,125.86760833399633
630,5.4,0.1524,39.6,0.00485029,132.357,125.86760833399633
800,5.4,0.1524,39.6,0.00485029,132.757,125.86760833399633
1000,5.4,0.1524,39.6,0.00485029,130.507,125.86760833399633
1250,5.4,0.1524,39.6,0.00485029,127.117,125.86760833399633
1600,5.4,0.1524,39.6,0.00485029,126.267,125.86760833399633
2000,5.4,0.1524,39.6,0.00485029,124.647,125.86760833399633
2500,5.4,0.1524,39.6,0.00485029,120.497,125.86760833399633
3150,5.4,0.1524,39.6,0.00485029,119.137,125.86760833399633
4000,5.4,0.1524,39.6,0.00485029,117.137,125.86760833399633
5000,5.4,0.1524,39.6,0.00485029,117.037,125.86760833399633
6300,5.4,0.1524,39.6,0.00485029,116.677,125.86760833399633
315,5.4,0.1524,31.7,0.00525474,125.741,125.80126742673315
400,5.4,0.1524,31.7,0.00525474,127.781,125.80126742673315
500,5.4,0.1524,31.7,0.00525474,129.681,125.80126742673315
630,5.4,0.1524,31.7,0.00525474,131.471,125.80126742673315
800,5.4,0.1524,31.7,0.00525474,131.491,125.80126742673315
1000,5.4,0.1524,31.7,0.00525474,128.241,125.80126742673315
1250,5.4,0.1524,31.7,0.00525474,123.991,125.80126742673315
1600,5.4,0.1524,31.7,0.00525474,123.761,125.80126742673315
2000,5.4,0.1524,31.7,0.00525474,122.771,125.80126742673315
2500,5.4,0.1524,31.7,0.00525474,119.151,125.80126742673315
3150,5.4,0.1524,31.7,0.00525474,118.291,125.80126742673315
4000,5.4,0.1524,31.7,0.00525474,116.181,125.80126742673315
5000,5.4,0.1524,31.7,0.00525474,115.691,125.80126742673315
6300,5.4,0.1524,31.7,0.00525474,115.591,125.80126742673315
315,7.2,0.1524,71.3,0.00752039,128.713,125.42963860601165
400,7.2,0.1524,71.3,0.00752039,130.123,125.42963860601165
500,7.2,0.1524,71.3,0.00752039,132.043,125.42963860601165
630,7.2,0.1524,71.3,0.00752039,134.853,125.42963860601165
800,7.2,0.1524,71.3,0.00752039,136.023,125.42963860601165
1000,7.2,0.1524,71.3,0.00752039,134.273,125.42963860601165
1250,7.2,0.1524,71.3,0.00752039,132.513,125.42963860601165
1600,7.2,0.1524,71.3,0.00752039,130.893,125.42963860601165
2000,7.2,0.1524,71.3,0.00752039,128.643,125.42963860601165
2500,7.2,0.1524,71.3,0.00752039,124.353,125.42963860601165
3150,7.2,0.1524,71.3,0.00752039,116.783,125.42963860601165
4000,7.2,0.1524,71.3,0.00752039,119.343,125.42963860601165
5000,7.2,0.1524,71.3,0.00752039,118.343,125.42963860601165
6300,7.2,0.1524,71.3,0.00752039,116.603,125.42963860601165
8000,7.2,0.1524,71.3,0.00752039,113.333,125.42963860601165
10000,7.2,0.1524,71.3,0.00752039,110.313,125.42963860601165
250,7.2,0.1524,39.6,0.00909175,127.488,125.17189241232377
315,7.2,0.1524,39.6,0.00909175,130.558,125.17189241232377
400,7.2,0.1524,39.6,0.00909175,132.118,125.17189241232377
500,7.2,0.1524,39.6,0.00909175,132.658,125.17189241232377
630,7.2,0.1524,39.6,0.00909175,133.198,125.17189241232377
800,7.2,0.1524,39.6,0.00909175,132.358,125.17189241232377
1000,7.2,0.1524,39.6,0.00909175,128.338,125.17189241232377
1250,7.2,0.1524,39.6,0.00909175,122.428,125.17189241232377
1600,7.2,0.1524,39.6,0.00909175,120.058,125.17189241232377
2000,7.2,0.1524,39.6,0.00909175,120.228,125.17189241232377
2500,7.2,0.1524,39.6,0.00909175,117.478,125.17189241232377
3150,7.2,0.1524,39.6,0.00909175,111.818,125.17189241232377
4000,7.2,0.1524,39.6,0.00909175,114.258,125.17189241232377
5000,7.2,0.1524,39.6,0.00909175,113.288,125.17189241232377
6300,7.2,0.1524,39.6,0.00909175,112.688,125.17189241232377
8000,7.2,0.1524,39.6,0.00909175,111.588,125.17189241232377
10000,7.2,0.1524,39.6,0.00909175,110.868,125.17189241232377
200,9.9,0.1524,71.3,0.0193001,134.319,123.49744266412245
250,9.9,0.1524,71.3,0.0193001,135.329,123.49744266412245
315,9.9,0.1524,71.3,0.0193001,135.459,123.49744266412245
400,9.9,0.1524,71.3,0.0193001,135.079,123.49744266412245
500,9.9,0.1524,71.3,0.0193001,131.279,123.49744266412245
630,9.9,0.1524,71.3,0.0193001,129.889,123.49744266412245
800,9.9,0.1524,71.3,0.0193001,128.879,123.49744266412245
1000,9.9,0.1524,71.3,0.0193001,126.349,123.49744266412245
1250,9.9,0.1524,71.3,0.0193001,122.679,123.49744266412245
1600,9.9,0.1524,71.3,0.0193001,121.789,123.49744266412245
2000,9.9,0.1524,71.3,0.0193001,120.779,123.49744266412245
2500,9.9,0.1524,71.3,0.0193001,119.639,123.49744266412245
3150,9.9,0.1524,71.3,0.0193001,116.849,123.49744266412245
4000,9.9,0.1524,71.3,0.0193001,115.079,123.49744266412245
5000,9.9,0.1524,71.3,0.0193001,114.569,123.49744266412245
6300,9.9,0.1524,71.3,0.0193001,112.039,123.49744266412245
200,9.9,0.1524,55.5,0.0208438,131.955,123.24423347005107
250,9.9,0.1524,55.5,0.0208438,133.235,123.24423347005107
315,9.9,0.1524,55.5,0.0208438,132.355,123.24423347005107
400,9.9,0.1524,55.5,0.0208438,131.605,123.24423347005107
500,9.9,0.1524,55.5,0.0208438,127.815,123.24423347005107
630,9.9,0.1524,55.5,0.0208438,127.315,123.24423347005107
800,9.9,0.1524,55.5,0.0208438,126.565,123.24423347005107
1000,9.9,0.1524,55.5,0.0208438,124.665,123.24423347005107
1250,9.9,0.1524,55.5,0.0208438,121.635,123.24423347005107
1600,9.9,0.1524,55.5,0.0208438,119.875,123.24423347005107
2000,9.9,0.1524,55.5,0.0208438,119.505,123.24423347005107
2500,9.9,0.1524,55.5,0.0208438,118.365,123.24423347005107
3150,9.9,0.1524,55.5,0.0208438,115.085,123.24423347005107
4000,9.9,0.1524,55.5,0.0208438,112.945,123.24423347005107
5000,9.9,0.1524,55.5,0.0208438,112.065,123.24423347005107
6300,9.9,0.1524,55.5,0.0208438,110.555,123.24423347005107
200,9.9,0.1524,39.6,0.0233328,127.315,122.8359691155498
250,9.9,0.1524,39.6,0.0233328,128.335,122.8359691155498
315,9.9,0.1524,39.6,0.0233328,128.595,122.8359691155498
400,9.9,0.1524,39.6,0.0233328,128.345,122.8359691155498
500,9.9,0.1524,39.6,0.0233328,126.835,122.8359691155498
630,9.9,0.1524,39.6,0.0233328,126.465,122.8359691155498
800,9.9,0.1524,39.6,0.0233328,126.345,122.8359691155498
1000,9.9,0.1524,39.6,0.0233328,123.835,122.8359691155498
1250,9.9,0.1524,39.6,0.0233328,120.555,122.8359691155498
1600,9.9,0.1524,39.6,0.0233328,118.545,122.8359691155498
2000,9.9,0.1524,39.6,0.0233328,117.925,122.8359691155498
2500,9.9,0.1524,39.6,0.0233328,116.295,122.8359691155498
3150,9.9,0.1524,39.6,0.0233328,113.525,122.8359691155498
4000,9.9,0.1524,39.6,0.0233328,112.265,122.8359691155498
5000,9.9,0.1524,39.6,0.0233328,111.135,122.8359691155498
6300,9.9,0.1524,39.6,0.0233328,109.885,122.8359691155498
200,9.9,0.1524,31.7,0.0252785,127.299,122.51682088149872
250,9.9,0.1524,31.7,0.0252785,128.559,122.51682088149872
315,9.9,0.1524,31.7,0.0252785,128.809,122.51682088149872
400,9.9,0.1524,31.7,0.0252785,128.939,122.51682088149872
500,9.9,0.1524,31.7,0.0252785,127.179,122.51682088149872
630,9.9,0.1524,31.7,0.0252785,126.049,122.51682088149872
800,9.9,0.1524,31.7,0.0252785,125.539,122.51682088149872
1000,9.9,0.1524,31.7,0.0252785,122.149,122.51682088149872
1250,9.9,0.1524,31.7,0.0252785,118.619,122.51682088149872
1600,9.9,0.1524,31.7,0.0252785,117.119,122.51682088149872
2000,9.9,0.1524,31.7,0.0252785,116.859,122.51682088149872
2500,9.9,0.1524,31.7,0.0252785,114.729,122.51682088149872
3150,9.9,0.1524,31.7,0.0252785,112.209,122.51682088149872
4000,9.9,0.1524,31.7,0.0252785,111.459,122.51682088149872
5000,9.9,0.1524,31.7,0.0252785,109.949,122.51682088149872
6300,9.9,0.1524,31.7,0.0252785,108.689,122.51682088149872
200,12.6,0.1524,71.3,0.0483159,128.354,118.7380546137656
250,12.6,0.1524,71.3,0.0483159,129.744,118.7380546137656
315,12.6,0.1524,71.3,0.0483159,128.484,118.7380546137656
400,12.6,0.1524,71.3,0.0483159,127.094,118.7380546137656
500,12.6,0.1524,71.3,0.0483159,121.664,118.7380546137656
630,12.6,0.1524,71.3,0.0483159,123.304,118.7380546137656
800,12.6,0.1524,71.3,0.0483159,123.054,118.7380546137656
1000,12.6,0.1524,71.3,0.0483159,122.044,118.7380546137656
1250,12.6,0.1524,71.3,0.0483159,120.154,118.7380546137656
1600,12.6,0.1524,71.3,0.0483159,120.534,118.7380546137656
2000,12.6,0.1524,71.3,0.0483159,117.504,118.7380546137656
2500,12.6,0.1524,71.3,0.0483159,115.234,118.7380546137656
3150,12.6,0.1524,71.3,0.0483159,113.334,118.7380546137656
4000,12.6,0.1524,71.3,0.0483159,108.034,118.7380546137656
5000,12.6,0.1524,71.3,0.0483159,108.034,118.7380546137656
6300,12.6,0.1524,71.3,0.0483159,107.284,118.7380546137656
200,12.6,0.1524,39.6,0.0584113,114.75,117.08213176746902
250,12.6,0.1524,39.6,0.0584113,115.89,117.08213176746902
315,12.6,0.1524,39.6,0.0584113,116.02,117.08213176746902
400,12.6,0.1524,39.6,0.0584113,115.91,117.08213176746902
500,12.6,0.1524,39.6,0.0584113,114.9,117.08213176746902
630,12.6,0.1524,39.6,0.0584113,116.55,117.08213176746902
800,12.6,0.1524,39.6,0.0584113,116.56,117.08213176746902
1000,12.6,0.1524,39.6,0.0584113,114.67,117.08213176746902
1250,12.6,0.1524,39.6,0.0584113,112.16,117.08213176746902
1600,12.6,0.1524,39.6,0.0584113,110.78,117.08213176746902
2000,12.6,0.1524,39.6,0.0584113,109.52,117.08213176746902
2500,12.6,0.1524,39.6,0.0584113,106.88,117.08213176746902
3150,12.6,0.1524,39.6,0.0584113,106.26,117.08213176746902
4000,12.6,0.1524,39.6,0.0584113,104.5,117.08213176746902
5000,12.6,0.1524,39.6,0.0584113,104.13,117.08213176746902
6300,12.6,0.1524,39.6,0.0584113,103.38,117.08213176746902
800,0.0,0.0508,71.3,0.000740478,130.96,126.54173036826776
1000,0.0,0.0508,71.3,0.000740478,129.45,126.54173036826776
1250,0.0,0.0508,71.3,0.000740478,128.56,126.54173036826776
1600,0.0,0.0508,71.3,0.000740478,129.68,126.54173036826776
2000,0.0,0.0508,71.3,0.000740478,131.06,126.54173036826776
2500,0.0,0.0508,71.3,0.000740478,131.31,126.54173036826776
3150,0.0,0.0508,71.3,0.000740478,135.07,126.54173036826776
4000,0.0,0.0508,71.3,0.000740478,134.43,126.54173036826776
5000,0.0,0.0508,71.3,0.000740478,134.43,126.54173036826776
6300,0.0,0.0508,71.3,0.000740478,133.04,126.54173036826776
8000,0.0,0.0508,71.3,0.000740478,130.89,126.54173036826776
10000,0.0,0.0508,71.3,0.000740478,128.74,126.54173036826776
12500,0.0,0.0508,71.3,0.000740478,125.22,126.54173036826776
800,0.0,0.0508,55.5,0.00076193,124.336,126.53821165113929
1000,0.0,0.0508,55.5,0.00076193,125.586,126.53821165113929
1250,0.0,0.0508,55.5,0.00076193,127.076,126.53821165113929
1600,0.0,0.0508,55.5,0.00076193,128.576,126.53821165113929
2000,0.0,0.0508,55.5,0.00076193,131.456,126.53821165113929
2500,0.0,0.0508,55.5,0.00076193,133.956,126.53821165113929
3150,0.0,0.0508,55.5,0.00076193,134.826,126.53821165113929
4000,0.0,0.0508,55.5,0.00076193,134.946,126.53821165113929
5000,0.0,0.0508,55.5,0.00076193,134.556,126.53821165113929
6300,0.0,0.0508,55.5,0.00076193,132.796,126.53821165113929
8000,0.0,0.0508,55.5,0.00076193,130.156,126.53821165113929
10000,0.0,0.0508,55.5,0.00076193,127.636,126.53821165113929
12500,0.0,0.0508,55.5,0.00076193,125.376,126.53821165113929
800,0.0,0.0508,39.6,0.000791822,126.508,126.53330854222617
1000,0.0,0.0508,39.6,0.000791822,127.638,126.53330854222617
1250,0.0,0.0508,39.6,0.000791822,129.148,126.53330854222617
1600,0.0,0.0508,39.6,0.000791822,130.908,126.53330854222617
2000,0.0,0.0508,39.6,0.000791822,132.918,126.53330854222617
2500,0.0,0.0508,39.6,0.000791822,134.938,126.53330854222617
3150,0.0,0.0508,39.6,0.000791822,135.938,126.53330854222617
4000,0.0,0.0508,39.6,0.000791822,135.308,126.53330854222617
5000,0.0,0.0508,39.6,0.000791822,134.308,126.53330854222617
6300,0.0,0.0508,39.6,0.000791822,131.918,126.53330854222617
8000,0.0,0.0508,39.6,0.000791822,128.518,126.53330854222617
10000,0.0,0.0508,39.6,0.000791822,125.998,126.53330854222617
12500,0.0,0.0508,39.6,0.000791822,123.988,126.53330854222617
800,0.0,0.0508,31.7,0.000812164,122.79,126.52997189558123
1000,0.0,0.0508,31.7,0.000812164,126.78,126.52997189558123
1250,0.0,0.0508,31.7,0.000812164,129.27,126.52997189558123
1600,0.0,0.0508,31.7,0.000812164,131.01,126.52997189558123
2000,0.0,0.0508,31.7,0.000812164,133.01,126.52997189558123
2500,0.0,0.0508,31.7,0.000812164,134.87,126.52997189558123
3150,0.0,0.0508,31.7,0.000812164,135.49,126.52997189558123
4000,0.0,0.0508,31.7,0.000812164,134.11,126.52997189558123
5000,0.0,0.0508,31.7,0.000812164,133.23,126.52997189558123
6300,0.0,0.0508,31.7,0.000812164,130.34,126.52997189558123
8000,0.0,0.0508,31.7,0.000812164,126.59,126.52997189558123
10000,0.0,0.0508,31.7,0.000812164,122.45,126.52997189558123
12500,0.0,0.0508,31.7,0.000812164,119.07,126.52997189558123
1600,4.2,0.0508,71.3,0.00142788,124.318,126.42897756239677
2000,4.2,0.0508,71.3,0.00142788,129.848,126.42897756239677
2500,4.2,0.0508,71.3,0.00142788,131.978,126.42897756239677
3150,4.2,0.0508,71.3,0.00142788,133.728,126.42897756239677
4000,4.2,0.0508,71.3,0.00142788,133.598,126.42897756239677
5000,4.2,0.0508,71.3,0.00142788,132.828,126.42897756239677
6300,4.2,0.0508,71.3,0.00142788,129.308,126.42897756239677
8000,4.2,0.0508,71.3,0.00142788,125.268,126.42897756239677
10000,4.2,0.0508,71.3,0.00142788,121.238,126.42897756239677
12500,4.2,0.0508,71.3,0.00142788,117.328,126.42897756239677
1000,4.2,0.0508,39.6,0.00152689,125.647,126.41273720332117
1250,4.2,0.0508,39.6,0.00152689,128.427,126.41273720332117
1600,4.2,0.0508,39.6,0.00152689,130.197,126.41273720332117
2000,4.2,0.0508,39.6,0.00152689,132.587,126.41273720332117
2500,4.2,0.0508,39.6,0.00152689,133.847,126.41273720332117
3150,4.2,0.0508,39.6,0.00152689,133.587,126.41273720332117
4000,4.2,0.0508,39.6,0.00152689,131.807,126.41273720332117
5000,4.2,0.0508,39.6,0.00152689,129.777,126.41273720332117
6300,4.2,0.0508,39.6,0.00152689,125.717,126.41273720332117
8000,4.2,0.0508,39.6,0.00152689,120.397,126.41273720332117
10000,4.2,0.0508,39.6,0.00152689,116.967,126.41273720332117
800,8.4,0.0508,71.3,0.00529514,127.556,125.79464071724266
1000,8.4,0.0508,71.3,0.00529514,129.946,125.79464071724266
1250,8.4,0.0508,71.3,0.00529514,132.086,125.79464071724266
1600,8.4,0.0508,71.3,0.00529514,133.846,125.79464071724266
2000,8.4,0.0508,71.3,0.00529514,134.476,125.79464071724266
2500,8.4,0.0508,71.3,0.00529514,134.226,125.79464071724266
3150,8.4,0.0508,71.3,0.00529514,131.966,125.79464071724266
4000,8.4,0.0508,71.3,0.00529514,126.926,125.79464071724266
5000,8.4,0.0508,71.3,0.00529514,121.146,125.79464071724266
400,8.4,0.0508,55.5,0.00544854,121.582,125.76947890447427
500,8.4,0.0508,55.5,0.00544854,123.742,125.76947890447427
630,8.4,0.0508,55.5,0.00544854,126.152,125.76947890447427
800,8.4,0.0508,55.5,0.00544854,128.562,125.76947890447427
1000,8.4,0.0508,55.5,0.00544854,130.722,125.76947890447427
1250,8.4,0.0508,55.5,0.00544854,132.252,125.76947890447427
1600,8.4,0.0508,55.5,0.00544854,133.032,125.76947890447427
2000,8.4,0.0508,55.5,0.00544854,133.042,125.76947890447427
2500,8.4,0.0508,55.5,0.00544854,131.542,125.76947890447427
3150,8.4,0.0508,55.5,0.00544854,128.402,125.76947890447427
4000,8.4,0.0508,55.5,0.00544854,122.612,125.76947890447427
5000,8.4,0.0508,55.5,0.00544854,115.812,125.76947890447427
400,8.4,0.0508,39.6,0.00566229,120.015,125.7344180343358
500,8.4,0.0508,39.6,0.00566229,122.905,125.7344180343358
630,8.4,0.0508,39.6,0.00566229,126.045,125.7344180343358
800,8.4,0.0508,39.6,0.00566229,128.435,125.7344180343358
1000,8.4,0.0508,39.6,0.00566229,130.195,125.7344180343358
